Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.502209619,0,0,0,0,0.1,0,0,0,0,1.502209619,0,0,0,0,0.1,0,0,0,0,1.346071427,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
2,0,0.1,0,0,0,0,1.660473812,0,1,0,0,0.1,0,0,0,0,1.660473812,0,1,0,0,1.70265903,0,0,0,0,2.337570903,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
3,0,0.094627794,0,0,0,0,1.841592481,0,1,0,0,0.094627794,0,0,0,0,1.841592481,0,1,0,0,2.976615634,0,0,0,0,3.847641053,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
4,0,1.522069802,0,0,0,0,2.179753654,0,1,0,0,1.522069802,0,0,0,0,2.179753654,0,1,0,0,4.457161029,0,0,0,0,5.541569099,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
5,0,2.606707747,0,0,0,0,2.767046354,0,1,0,0,2.606707747,0,0,0,0,2.767046354,0,1,0,0,5.591590764,0,0,0,0,6.391664299,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
6,0,3.273312453,0,0,0,0,3.887723023,0,1,0,0,3.273312453,0,0,0,0,3.887723023,0,1,0,0,6.40069331,0,0,0,0,6.967425661,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
7,0,4.317410201,0,0,0,0,5.366923571,0,1,0,0,4.317410201,0,0,0,0,5.366923571,0,1,0,0,6.899262486,0,0,0,0,7.429761461,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
8,0,6.057372244,0,0,0,0,6,0,1,0,0,6.057372244,0,0,0,0,6,0,1,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
